"","conceptId","term"
"3507",735550008,"Gambling disorder predominantly online (disorder)"
"3508",735551007,"Gaming disorder (disorder)"
"3509",735552000,"Gaming disorder predominantly online (disorder)"
"3510",735553005,"Gaming disorder predominantly offline (disorder)"
"3511",735625001,"Acquired generalized anorgasmia (disorder)"
"3512",735626000,"Acquired situational anorgasmia (disorder)"
"3513",735627009,"Lifelong generalized anorgasmia (disorder)"
"3514",735628004,"Lifelong situational anorgasmia (disorder)"
"3515",735750005,"Psychotic disorder with schizophreniform symptoms caused by cocaine (disorder)"
"3516",735907005,"Exertional heat stroke (disorder)"
"3517",736313002,"Dissociative neurological symptom disorder co-occurrent with symptoms of gait disorder (disorder)"
"3518",736314008,"Dissociative neurological symptom disorder co-occurrent with cognitive impairment (disorder)"
"3519",736315009,"Dissociative neurological symptom disorder co-occurrent with alteration of consciousness (disorder)"
"3520",736316005,"Dissociative neurological symptom disorder co-occurrent with symptom of speech production (disorder)"
"3521",737225007,"Secondary psychotic syndrome with hallucinations and delusions (disorder)"
"3522",737226008,"Disorder caused by cannabis (disorder)"
"3523",737334000,"Disorder caused by synthetic cannabinoid use (disorder)"
"3524",737335004,"Synthetic cannabinoid intoxication (disorder)"
"3525",737336003,"Harmful pattern of use of synthetic cannabinoid (disorder)"
"3526",737337007,"Synthetic cannabinoid dependence (disorder)"
"3527",737338002,"Synthetic cannabinoid withdrawal syndrome (disorder)"
"3528",737339005,"Delirium caused by synthetic cannabinoid (disorder)"
"3529",737340007,"Psychotic disorder caused by synthetic cannabinoid (disorder)"
"3530",737341006,"Anxiety disorder caused by synthetic cannabinoid (disorder)"
"3531",737342004,"Sleep disorder caused by synthetic cannabinoid (disorder)"
"3532",762317007,"Developmental language disorder co-occurrent with impairment of receptive and expressive language (disorder)"
"3533",762318002,"Developmental language disorder co-occurrent with impairment of expressive language (disorder)"
"3534",762319005,"Developmental language disorder co-occurrent with impairment of mainly pragmatic language (disorder)"
"3535",762320004,"Mood disorder with manic symptoms caused by opioid (disorder)"
"3536",762321000,"Mood disorder with depressive symptoms caused by opioid (disorder)"
"3537",762322007,"Mood disorder with mixed depressive and manic symptoms caused by opioid (disorder)"
"3538",762323002,"Intoxication caused by stimulant (disorder)"
"3539",762324008,"Delirium caused by stimulant (disorder)"
"3540",762325009,"Psychotic disorder caused by stimulant (disorder)"
"3541",762326005,"Psychotic disorder with hallucinations caused by stimulant (disorder)"
"3542",762327001,"Psychotic disorder with delusions caused by stimulant (disorder)"
"3543",762328006,"Mood disorder caused by stimulant (disorder)"
"3544",762329003,"Mood disorder with depressive symptoms caused by stimulant (disorder)"
"3545",762330008,"Mood disorder with mixed depressive and manic symptoms caused by stimulant (disorder)"
"3546",762331007,"Anxiety disorder caused by stimulant (disorder)"
"3547",762332000,"Obsessive compulsive disorder caused by stimulant (disorder)"
"3548",762333005,"Sexual dysfunction caused by stimulant (disorder)"
"3549",762334004,"Sleep disorder caused by stimulant (disorder)"
"3550",762335003,"Mood disorder with manic symptoms caused by hallucinogen (disorder)"
"3551",762336002,"Mood disorder with depressive symptoms caused by hallucinogen (disorder)"
"3552",762337006,"Mood disorder with mixed depressive and manic symptoms caused by hallucinogen (disorder)"
"3553",762338001,"Mood disorder with manic symptoms caused by volatile inhalant (disorder)"
"3554",762339009,"Mood disorder with depressive symptoms caused by volatile inhalant (disorder)"
"3555",762340006,"Mood disorder with mixed depressive and manic symptoms caused by volatile inhalant (disorder)"
"3556",762341005,"Mood disorder with manic symptoms caused by ecstasy type drug (disorder)"
"3557",762342003,"Mood disorder with depressive symptoms caused by ecstasy type drug (disorder)"
"3558",762343008,"Mood disorder with mixed depressive and manic symptoms caused by ecstasy type drug (disorder)"
"3559",762344002,"Mood disorder with manic symptoms caused by dissociative drug (disorder)"
"3560",762345001,"Mood disorder with depressive symptoms caused by dissociative drug (disorder)"
"3561",762346000,"Mood disorder with mixed depressive and manic symptoms caused by dissociative drug (disorder)"
"3562",762347009,"Childhood onset conduct-dissocial disorder (disorder)"
"3563",762350007,"Dementia due to prion disease (disorder)"
"3564",762351006,"Dementia due to and following injury of head (disorder)"
"3565",762461003,"Complex dissociative intrusion disorder (disorder)"
"3566",762502009,"Developmental language disorder co-occurrent with language impairment (disorder)"
"3567",762503004,"Disorder caused by synthetic cathinone (disorder)"
"3568",762504005,"Harmful pattern of use of synthetic cathinone (disorder)"
"3569",762505006,"Synthetic cathinone dependence (disorder)"
"3570",762506007,"Delirium caused by synthetic cathinone (disorder)"
"3571",762507003,"Psychotic disorder caused by synthetic cathinone (disorder)"
"3572",762508008,"Psychotic disorder with hallucinations caused by synthetic cathinone (disorder)"
"3573",762509000,"Psychotic disorder with delusions caused by synthetic cathinone (disorder)"
"3574",762510005,"Psychotic disorder with schizophreniform symptoms caused by synthetic cathinone (disorder)"
"3575",762511009,"Mood disorder caused by synthetic cathinone (disorder)"
"3576",762512002,"Mood disorder with depressive symptoms caused by synthetic cathinone (disorder)"
"3577",762513007,"Mood disorder with manic symptoms caused by synthetic cathinone (disorder)"
"3578",762514001,"Mood disorder with mixed depressive and manic symptoms caused by synthetic cathinone (disorder)"
"3579",762515000,"Anxiety disorder caused by synthetic cathinone (disorder)"
"3580",762516004,"Obsessive compulsive disorder caused by synthetic cathinone (disorder)"
"3581",762517008,"Sexual dysfunction caused by synthetic cathinone (disorder)"
"3582",762518003,"Sleep disorder caused by synthetic cathinone (disorder)"
"3583",762522008,"Penoscrotodynia (disorder)"
"3584",762532001,"Body integrity dysphoria (disorder)"
"3585",762671008,"Intoxication caused by synthetic cathinone (disorder)"
"3586",762672001,"Synthetic cathinone withdrawal syndrome (disorder)"
"3587",762707000,"Subcortical dementia (disorder)"
"3588",763136000,"Charcot-Marie-Tooth disease, deafness, intellectual disability syndrome (disorder)"
"3589",763186006,"Grubben, De Cock, Borghgraef syndrome (disorder)"
"3590",763278004,"Facial dysmorphism, cleft palate, loose skin syndrome (disorder)"
"3591",763320005,"Craniofaciofrontodigital syndrome (disorder)"
"3592",763344007,"Cerebellar ataxia, intellectual disability, oculomotor apraxia, cerebellar cysts syndrome (disorder)"
"3593",763350002,"Intellectual disability, obesity, brain malformation, facial dysmorphism syndrome (disorder)"
"3594",763353000,"Cerebrofacioarticular syndrome (disorder)"
"3595",763404001,"Ichthyosis, alopecia, eclabion, ectropion, intellectual disability syndrome (disorder)"
"3596",763615003,"Aortic arch anomaly, facial dysmorphism, intellectual disability syndrome (disorder)"
"3597",763618001,"Wiedemann Steiner syndrome (disorder)"
"3598",763626009,"Intellectual disability due to nutritional deficiency (disorder)"
"3599",763665007,"Craniodigital syndrome and intellectual disability syndrome (disorder)"
"3600",763722004,"Hypotonia, speech impairment, severe cognitive delay syndrome (disorder)"
"3601",763741001,"Intellectual disability, alacrima, achalasia syndrome (disorder)"
"3602",763742008,"Intellectual disability, polydactyly, uncombable hair syndrome (disorder)"
"3603",763743003,"Intellectual disability, spasticity, ectrodactyly syndrome (disorder)"
"3604",763744009,"Intellectual disability, brachydactyly, Pierre Robin syndrome (disorder)"
"3605",763745005,"Intellectual disability Wolff type (disorder)"
"3606",763773007,"Macrocephaly and developmental delay syndrome (disorder)"
"3607",763793004,"Limbic encephalitis with contactin-associated protein-like 2 antibodies (disorder)"
"3608",763794005,"Limbic encephalitis with leucine-rich glioma-inactivated 1 antibodies (disorder)"
"3609",763795006,"Malan overgrowth syndrome (disorder)"
"3610",763797003,"Agenesis of corpus callosum and abnormal genitalia syndrome (disorder)"
"3611",763837007,"Oro-facial digital syndrome type 14 (disorder)"
"3612",763861000,"Pachygyria, intellectual disability, epilepsy syndrome (disorder)"
"3613",764455002,"Cognitive impairment, coarse facies, heart defects, obesity, pulmonary involvement, short stature, skeletal dysplasia syndrome (disorder)"
"3614",764732004,"Microcephalus, cerebellar hypoplasia, cardiac conduction defect syndrome (disorder)"
"3615",764783004,"Mild bodily distress disorder (disorder)"
"3616",764784005,"Moderate bodily distress disorder (disorder)"
"3617",764785006,"Severe bodily distress disorder (disorder)"
"3618",764861005,"Intellectual disability Birk-Barel type (disorder)"
"3619",764950001,"Cryptorchidism, arachnodactyly, intellectual disability syndrome (disorder)"
"3620",764959000,"Intellectual disability, myopathy, short stature, endocrine defect syndrome (disorder)"
"3621",764998005,"Non-herpetic acute limbic encephalitis (disorder)"
"3622",765089003,"Focal epilepsy, intellectual disability, cerebro-cerebellar malformation syndrome (disorder)"
"3623",765108007,"Pedophilia targeting children of female sex (disorder)"
"3624",765109004,"Pedophilia targeting children of male sex (disorder)"
"3625",765110009,"Sexual arousal by exposure of genitals to non-consenting person (disorder)"
"3626",765111008,"Sexual arousal by exposure of genitals to non-consenting postpubertal person (disorder)"
"3627",765112001,"Sexual arousal by exposure of genitals to non-consenting prepubertal person (disorder)"
"3628",765151006,"Asphyxiophilia (disorder)"
"3629",765169002,"Telephone scatologia (disorder)"
"3630",765170001,"Sodium voltage-gated channel alpha subunit 8-related epilepsy with encephalopathy (disorder)"
"3631",765176007,"Psychosis and severe depression co-occurrent and due to bipolar affective disorder (disorder)"
"3632",765325002,"Peripheral demyelinating neuropathy, central dysmyelinating leukodystrophy, Waardenburg syndrome, Hirschsprung disease (disorder)"
"3633",765399000,"Sexual arousal by exposure of genitals to non-consenting prepubertal and postpubertal person (disorder)"
"3634",765434008,"Human immunodeficiency virus type I enhancer binding protein 2 related intellectual disability (disorder)"
"3635",765471005,"X-linked intellectual disability, hypogonadism, ichthyosis, obesity, short stature syndrome (disorder)"
"3636",765758008,"Microcephalic primordial dwarfism Montreal type (disorder)"
"3637",765761009,"Brachydactyly, mesomelia, intellectual disability, heart defect syndrome (disorder)"
"3638",766219005,"Methaqualone poisoning (disorder)"
"3639",766220004,"Adverse reaction caused by methaqualone (disorder)"
"3640",766221000,"Accidental poisoning caused by methaqualone (disorder)"
"3641",766753005,"Nijmegen breakage syndrome-like disorder (disorder)"
"3642",766824003,"Activity dependent neuroprotector homeobox related multiple congenital anomalies, intellectual disability, autism spectrum disorder (disorder)"
"3643",766870005,"Epiphyseal dysplasia, hearing loss, dysmorphism syndrome (disorder)"
"3644",766871009,"Diencephalic mesencephalic junction dysplasia (disorder)"
"3645",767631007,"Bipolar disorder, most recent episode depression (disorder)"
"3646",767632000,"Bipolar disorder, most recent episode manic (disorder)"
"3647",767633005,"Bipolar affective disorder, most recent episode mixed (disorder)"
"3648",767635003,"Bipolar I disorder, most recent episode manic (disorder)"
"3649",767636002,"Bipolar I disorder, most recent episode depression (disorder)"
"3650",768473009,"Purine rich element binding protein A syndrome (disorder)"
"3651",768677000,"Protein phosphatase 2 regulatory subunit b (b56) delta-related intellectual disability (disorder)"
